    0.036879     1.658832     2.031179     2.390322    -2.759319     2.057193     2.948193     5.237521
    2.753870     5.152460     5.315921     6.939908     2.087636     5.422900     8.985344    12.066683
    2.477338     2.131292     3.075382     5.049300     0.499583     1.582545     2.866911     4.536099
    0.738607     0.962733     0.439019     1.257763    -2.759035    -0.994090    -0.308278     0.075001
    1.307121     1.595835     4.736206     5.460591     2.542284     2.358617     3.259793     5.828239
    0.695991     4.765219     3.157703     5.651218     2.234917     2.778917     5.204343     5.644286
   -0.041044     1.008217     4.078961     4.215643     2.069377     3.302280     4.131006     5.080606
   -0.589577     1.221092     1.765711     2.933880     1.672246     1.855669     2.091467     3.143771
    2.442253     4.186406     3.510835     8.738602     3.058131     3.001754     5.637681     8.576754
    1.911116     0.901963     1.846706     2.645786     0.719431     0.928337     2.271023     2.734887
    0.780629     1.842603     1.171219     1.948418    -1.049159     0.406656     1.733012     5.496895
   -0.416568    -0.793480     0.890338     1.818210    -0.567609     0.475168    -0.645750    -0.040250
   -0.926975     0.470038     3.900675     4.814922     1.636571     2.329484     4.550805     4.510171
    2.167053     4.010260     2.995234     4.757815     1.359171     2.966615     4.252013     5.530390
   -0.703059     1.730579     2.719597     3.965178     2.494808     3.152094     4.712134     7.986848
   -2.321911     0.939671     3.470591     3.966569     1.469053     2.512417     1.857446     2.846707
    0.056285     0.159804     0.840700     2.819931     1.802625     3.354216     2.712671     3.693470
    1.583517     2.921701     4.081738     5.198889    -1.197590     1.902991     2.462458     4.691423
    2.504837     3.033283     3.422619     4.623167     0.158389     3.718990     4.952400     7.139765
    1.321443     1.174895     4.791542     5.561006    -0.896300     2.656793     3.571893     4.558912
    0.007301     2.316010     4.263665     6.521777    -0.174956     0.492799     3.463802     4.366594
    1.027591     1.703821     3.665961     5.534918     0.621611     3.349548     1.622899     5.218453
    1.120762     0.786966     3.199718     2.599346     2.122583     2.881167     4.100597     4.465614
    1.128535     1.971255     4.527444     4.051647    -0.123733     2.465845     5.411923     6.984685
    1.610041     1.975625     2.917557     3.785750    -1.960609    -1.336776    -0.244447     4.166105
   -1.382141    -0.303367    -0.458756    -1.833207     0.222885     0.375734    -0.783774    -2.351971
    3.158186     3.629225     5.318142     6.566428    -0.770403     1.789570     5.067587     8.209907
    1.798346     3.368754     3.595915     3.219618    -0.619555     1.811707     3.726255     6.864842
   -0.307694     0.644955     3.830993     6.384905     0.740351     1.488765     1.552021     2.709171
    1.439421     3.286900     4.002029     7.337459     1.328231     1.972136     4.320773     6.430370
   -0.172839     1.173421     3.554498     4.830168     0.524701     1.612684     3.181171     4.912037
